이름,위도,경도,구,최근역,백명점장르,최신연도,타베로그점수,리뷰수,타베로그,구글지도
さわ田,35.67047,139.765253,주오구,銀座駅,스시,2025,4.52,613,https://tabelog.com/tokyo/A1301/A130101/13001043/,https://www.google.com/maps/search/?api=1&query=%E3%81%95%E3%82%8F%E7%94%B0%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 陸,35.649897,139.721256,시부야구,広尾駅,스시,2025,4.36,220,https://tabelog.com/tokyo/A1307/A130703/13301089/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E9%99%B8%20%E5%BA%83%E5%B0%BE%E9%A7%85
寿司 健,35.66823,139.763579,주오구,東銀座駅,스시,2025,3.87,163,https://tabelog.com/tokyo/A1301/A130101/13271362/,https://www.google.com/maps/search/?api=1&query=%E5%AF%BF%E5%8F%B8%20%E5%81%A5%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
きざ㐂,35.6764,139.735918,미나토구,赤坂見附駅,스시,2025,4.15,626,https://tabelog.com/tokyo/A1308/A130801/13221218/,https://www.google.com/maps/search/?api=1&query=%E3%81%8D%E3%81%96%E3%90%82%20%E8%B5%A4%E5%9D%82%E8%A6%8B%E9%99%84%E9%A7%85
鮨　まつ本,35.747717,139.719205,이타바시구,新板橋駅,스시,2025,3.84,362,https://tabelog.com/tokyo/A1322/A132201/13185463/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%E3%80%80%E3%81%BE%E3%81%A4%E6%9C%AC%20%E6%96%B0%E6%9D%BF%E6%A9%8B%E9%A7%85
鮨処 やまと,35.667926,139.773759,주오구,築地駅,스시,2025,4.3,603,https://tabelog.com/tokyo/A1313/A131301/13262384/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%E5%87%A6%20%E3%82%84%E3%81%BE%E3%81%A8%20%E7%AF%89%E5%9C%B0%E9%A7%85
鮨 さいとう,35.665385,139.739597,미나토구,六本木一丁目駅,스시,2025,4.6,1402,https://tabelog.com/tokyo/A1308/A130802/13015251/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%95%E3%81%84%E3%81%A8%E3%81%86%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
鮨 由う,35.673027,139.76978,주오구,銀座一丁目駅,스시,2025,4,353,https://tabelog.com/tokyo/A1301/A130101/13291436/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E7%94%B1%E3%81%86%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
三谷,35.687544,139.727882,신주쿠구,四ツ谷駅,스시,2025,4.48,348,https://tabelog.com/tokyo/A1309/A130902/13042204/,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E8%B0%B7%20%E5%9B%9B%E3%83%84%E8%B0%B7%E9%A7%85
はっこく,35.670456,139.762719,주오구,銀座駅,스시,2025,3.85,774,https://tabelog.com/tokyo/A1301/A130101/13217157/,https://www.google.com/maps/search/?api=1&query=%E3%81%AF%E3%81%A3%E3%81%93%E3%81%8F%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 さえ喜,35.67185,139.761311,주오구,銀座駅,스시,2025,3.98,285,https://tabelog.com/tokyo/A1301/A130101/13239506/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%95%E3%81%88%E5%96%9C%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 波やし,35.706703,139.650194,스기나미구,高円寺駅,스시,2025,3.69,140,https://tabelog.com/tokyo/A1319/A131904/13238504/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E6%B3%A2%E3%82%84%E3%81%97%20%E9%AB%98%E5%86%86%E5%AF%BA%E9%A7%85
紀尾井町 三谷,35.679219,139.737984,지요다구,永田町駅,스시,2025,3.86,814,https://tabelog.com/tokyo/A1308/A130801/13198197/,https://www.google.com/maps/search/?api=1&query=%E7%B4%80%E5%B0%BE%E4%BA%95%E7%94%BA%20%E4%B8%89%E8%B0%B7%20%E6%B0%B8%E7%94%B0%E7%94%BA%E9%A7%85
いちかわ,35.647983,139.735888,미나토구,白金高輪駅,스시,2025,4.15,303,https://tabelog.com/tokyo/A1316/A131602/13210722/,https://www.google.com/maps/search/?api=1&query=%E3%81%84%E3%81%A1%E3%81%8B%E3%82%8F%20%E7%99%BD%E9%87%91%E9%AB%98%E8%BC%AA%E9%A7%85
きよ田 離れ,35.671664,139.763679,주오구,銀座駅,스시,2025,3.92,62,https://tabelog.com/tokyo/A1301/A130101/13256392/,https://www.google.com/maps/search/?api=1&query=%E3%81%8D%E3%82%88%E7%94%B0%20%E9%9B%A2%E3%82%8C%20%E9%8A%80%E5%BA%A7%E9%A7%85
すし匠,35.685585,139.728328,신주쿠구,四ツ谷駅,스시,2025,4.44,1159,https://tabelog.com/tokyo/A1309/A130902/13000852/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%E5%8C%A0%20%E5%9B%9B%E3%83%84%E8%B0%B7%E9%A7%85
すきやばし 次郎 六本木ヒルズ店,35.658705,139.729153,미나토구,六本木駅,스시,2025,3.65,211,https://tabelog.com/tokyo/A1307/A130701/13004426/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%8D%E3%82%84%E3%81%B0%E3%81%97%20%E6%AC%A1%E9%83%8E%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E3%83%92%E3%83%AB%E3%82%BA%E5%BA%97%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
麻布十番 秦野よしき,35.655647,139.734726,미나토구,麻布十番駅,스시,2025,4.04,212,https://tabelog.com/tokyo/A1307/A130702/13158874/,https://www.google.com/maps/search/?api=1&query=%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%20%E7%A7%A6%E9%87%8E%E3%82%88%E3%81%97%E3%81%8D%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
すし 良月,35.6453,139.722194,시부야구,広尾駅,스시,2025,4.49,435,https://tabelog.com/tokyo/A1303/A130302/13241432/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%20%E8%89%AF%E6%9C%88%20%E5%BA%83%E5%B0%BE%E9%A7%85
鮨 利﨑,35.664176,139.693935,시부야구,代々木公園駅,스시,2025,3.69,452,https://tabelog.com/tokyo/A1303/A130301/13235258/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%88%A9%EF%A8%91%20%E4%BB%A3%E3%80%85%E6%9C%A8%E5%85%AC%E5%9C%92%E9%A7%85
すし 田いら,35.657132,139.728051,미나토구,港区,스시,2025,3.85,111,https://tabelog.com/tokyo/A1307/A130702/13271063/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%20%E7%94%B0%E3%81%84%E3%82%89%20%E6%B8%AF%E5%8C%BA
紀文寿司,35.711598,139.795471,다이토구,浅草（東武・都営・メトロ）駅,스시,2025,3.68,430,https://tabelog.com/tokyo/A1311/A131102/13016811/,https://www.google.com/maps/search/?api=1&query=%E7%B4%80%E6%96%87%E5%AF%BF%E5%8F%B8%20%E6%B5%85%E8%8D%89%EF%BC%88%E6%9D%B1%E6%AD%A6%E3%83%BB%E9%83%BD%E5%96%B6%E3%83%BB%E3%83%A1%E3%83%88%E3%83%AD%EF%BC%89%E9%A7%85
海味,35.667639,139.717905,미나토구,外苑前駅,스시,2025,3.92,784,https://tabelog.com/tokyo/A1306/A130603/13001179/,https://www.google.com/maps/search/?api=1&query=%E6%B5%B7%E5%91%B3%20%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85
鮨 尚充,35.647426,139.695217,메구로구,中目黒駅,스시,2025,4.43,709,https://tabelog.com/tokyo/A1317/A131701/13128483/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%B0%9A%E5%85%85%20%E4%B8%AD%E7%9B%AE%E9%BB%92%E9%A7%85
日本橋蛎殻町 すぎた,35.681938,139.784929,주오구,水天宮前駅,스시,2025,4.62,1005,https://tabelog.com/tokyo/A1302/A130204/13018162/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E6%A9%8B%E8%9B%8E%E6%AE%BB%E7%94%BA%20%E3%81%99%E3%81%8E%E3%81%9F%20%E6%B0%B4%E5%A4%A9%E5%AE%AE%E5%89%8D%E9%A7%85
鮨竹,35.669784,139.761954,주오구,銀座駅,스시,2025,3.72,288,https://tabelog.com/tokyo/A1301/A130101/13169506/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%E7%AB%B9%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 心白,35.644952,139.71446,시부야구,恵比寿駅,스시,2025,4.06,254,https://tabelog.com/tokyo/A1303/A130302/13239713/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%BF%83%E7%99%BD%20%E6%81%B5%E6%AF%94%E5%AF%BF%E9%A7%85
波濤,35.702195,139.738865,신주쿠구,牛込神楽坂駅,스시,2025,4.41,342,https://tabelog.com/tokyo/A1309/A130905/13245540/,https://www.google.com/maps/search/?api=1&query=%E6%B3%A2%E6%BF%A4%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
鮨 きのした,35.66225,139.726198,미나토구,六本木駅,스시,2025,3.71,109,https://tabelog.com/tokyo/A1307/A130701/13219373/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%8D%E3%81%AE%E3%81%97%E3%81%9F%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
鮓 村瀬,35.661639,139.727682,미나토구,六本木駅,스시,2025,3.9,741,https://tabelog.com/tokyo/A1307/A130701/13174475/,https://www.google.com/maps/search/?api=1&query=%E9%AE%93%20%E6%9D%91%E7%80%AC%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
木挽町 とも樹,35.670091,139.768104,주오구,東銀座駅,스시,2025,3.87,133,https://tabelog.com/tokyo/A1301/A130101/13040702/,https://www.google.com/maps/search/?api=1&query=%E6%9C%A8%E6%8C%BD%E7%94%BA%20%E3%81%A8%E3%82%82%E6%A8%B9%20%E6%9D%B1%E9%8A%80%E5%BA%A7%E9%A7%85
すし匠 齋藤,35.676095,139.73562,미나토구,赤坂見附駅,스시,2025,4.27,519,https://tabelog.com/tokyo/A1308/A130801/13023988/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%E5%8C%A0%20%E9%BD%8B%E8%97%A4%20%E8%B5%A4%E5%9D%82%E8%A6%8B%E9%99%84%E9%A7%85
すし処 宮葉,35.653635,139.755883,미나토구,浜松町駅,스시,2025,3.66,602,https://tabelog.com/tokyo/A1314/A131401/13019499/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%97%E5%87%A6%20%E5%AE%AE%E8%91%89%20%E6%B5%9C%E6%9D%BE%E7%94%BA%E9%A7%85
小笹寿し,35.655744,139.668451,세타가야구,下北沢駅,스시,2025,3.97,158,https://tabelog.com/tokyo/A1318/A131802/13001397/,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E7%AC%B9%E5%AF%BF%E3%81%97%20%E4%B8%8B%E5%8C%97%E6%B2%A2%E9%A7%85
青空,35.669232,139.759253,주오구,新橋駅,스시,2025,4.38,467,https://tabelog.com/tokyo/A1301/A130103/13032283/,https://www.google.com/maps/search/?api=1&query=%E9%9D%92%E7%A9%BA%20%E6%96%B0%E6%A9%8B%E9%A7%85
銀座 鮨 かねさか 本店,35.667994,139.762638,주오구,新橋駅,스시,2025,3.91,570,https://tabelog.com/tokyo/A1301/A130103/13005003/,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%20%E9%AE%A8%20%E3%81%8B%E3%81%AD%E3%81%95%E3%81%8B%20%E6%9C%AC%E5%BA%97%20%E6%96%B0%E6%A9%8B%E9%A7%85
うを徳,35.723929,139.817437,스미다구,東向島駅,스시,2025,4,401,https://tabelog.com/tokyo/A1312/A131203/13017947/,https://www.google.com/maps/search/?api=1&query=%E3%81%86%E3%82%92%E5%BE%B3%20%E6%9D%B1%E5%90%91%E5%B3%B6%E9%A7%85
鮨 あお,35.664244,139.710407,미나토구,表参道駅,스시,2025,4.06,344,https://tabelog.com/tokyo/A1306/A130602/13246982/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%82%E3%81%8A%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
鮨 よしたけ,35.668925,139.76198,주오구,新橋駅,스시,2025,4.23,267,https://tabelog.com/tokyo/A1301/A130101/13024076/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%82%88%E3%81%97%E3%81%9F%E3%81%91%20%E6%96%B0%E6%A9%8B%E9%A7%85
鮨 いしやま,35.673129,139.765532,주오구,銀座駅,스시,2025,3.78,259,https://tabelog.com/tokyo/A1301/A130101/13225073/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%84%E3%81%97%E3%82%84%E3%81%BE%20%E9%8A%80%E5%BA%A7%E9%A7%85
鮨 つぼみ,35.6467,139.69296,메구로구,中目黒駅,스시,2025,4.19,608,https://tabelog.com/tokyo/A1317/A131701/13221782/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%A4%E3%81%BC%E3%81%BF%20%E4%B8%AD%E7%9B%AE%E9%BB%92%E9%A7%85
紀尾井町 三谷 別邸,35.679286,139.73704,지요다구,永田町駅,스시,2025,3.78,220,https://tabelog.com/tokyo/A1308/A130801/13262994/,https://www.google.com/maps/search/?api=1&query=%E7%B4%80%E5%B0%BE%E4%BA%95%E7%94%BA%20%E4%B8%89%E8%B0%B7%20%E5%88%A5%E9%82%B8%20%E6%B0%B8%E7%94%B0%E7%94%BA%E9%A7%85
鮨 たかはし,35.673246,139.769619,주오구,銀座一丁目駅,스시,2025,4.02,471,https://tabelog.com/tokyo/A1301/A130101/13165933/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%9F%E3%81%8B%E3%81%AF%E3%81%97%20%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
鮨 奥,35.718053,139.793143,다이토구,浅草（つくばＥＸＰ）駅,스시,2025,3.92,149,https://tabelog.com/tokyo/A1311/A131102/13257709/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%A5%A5%20%E6%B5%85%E8%8D%89%EF%BC%88%E3%81%A4%E3%81%8F%E3%81%B0%EF%BC%A5%EF%BC%B8%EF%BC%B0%EF%BC%89%E9%A7%85
鮨 大地,35.647058,139.727484,미나토구,広尾駅,스시,2025,3.96,123,https://tabelog.com/tokyo/A1307/A130703/13150503/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E5%A4%A7%E5%9C%B0%20%E5%BA%83%E5%B0%BE%E9%A7%85
鮨 佐がわ,35.664729,139.733564,미나토구,六本木駅,스시,2025,3.78,116,https://tabelog.com/tokyo/A1307/A130701/13252500/,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E4%BD%90%E3%81%8C%E3%82%8F%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
かがやき,35.672931,139.770601,주오구,宝町駅,스키야키·샤브,2024,3.63,341,https://tabelog.com/tokyo/A1301/A130101/13187129/,https://www.google.com/maps/search/?api=1&query=%E3%81%8B%E3%81%8C%E3%82%84%E3%81%8D%20%E5%AE%9D%E7%94%BA%E9%A7%85
日本橋 伊勢重,35.691774,139.780675,주오구,馬喰横山駅,스키야키·샤브,2024,3.55,404,https://tabelog.com/tokyo/A1302/A130204/13008056/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E6%A9%8B%20%E4%BC%8A%E5%8B%A2%E9%87%8D%20%E9%A6%AC%E5%96%B0%E6%A8%AA%E5%B1%B1%E9%A7%85
いし橋,35.702839,139.769869,지요다구,末広町駅,스키야키·샤브,2024,3.62,353,https://tabelog.com/tokyo/A1311/A131101/13021036/,https://www.google.com/maps/search/?api=1&query=%E3%81%84%E3%81%97%E6%A9%8B%20%E6%9C%AB%E5%BA%83%E7%94%BA%E9%A7%85
岡半,35.681116,139.733559,지요다구,四ツ谷駅,스키야키·샤브,2024,3.61,174,https://tabelog.com/tokyo/A1308/A130803/13019041/,https://www.google.com/maps/search/?api=1&query=%E5%B2%A1%E5%8D%8A%20%E5%9B%9B%E3%83%84%E8%B0%B7%E9%A7%85
シャングリラズシークレット 六本木店,35.664243,139.731554,미나토구,六本木駅,스키야키·샤브,2024,3.54,1102,https://tabelog.com/tokyo/A1307/A130701/13175214/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%A9%E3%82%BA%E3%82%B7%E3%83%BC%E3%82%AF%E3%83%AC%E3%83%83%E3%83%88%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E5%BA%97%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
モリタ屋 東京丸の内店,35.681351,139.763649,지요다구,二重橋前駅,스키야키·샤브,2024,3.59,414,https://tabelog.com/tokyo/A1302/A130201/13006083/,https://www.google.com/maps/search/?api=1&query=%E3%83%A2%E3%83%AA%E3%82%BF%E5%B1%8B%20%E6%9D%B1%E4%BA%AC%E4%B8%B8%E3%81%AE%E5%86%85%E5%BA%97%20%E4%BA%8C%E9%87%8D%E6%A9%8B%E5%89%8D%E9%A7%85
かがやき,35.726417,139.789563,다이토구,三ノ輪駅,스키야키·샤브,2024,3.62,422,https://tabelog.com/tokyo/A1324/A132401/13083284/,https://www.google.com/maps/search/?api=1&query=%E3%81%8B%E3%81%8C%E3%82%84%E3%81%8D%20%E4%B8%89%E3%83%8E%E8%BC%AA%E9%A7%85
PRETTY PORK FACTORY,35.694758,139.703013,신주쿠구,西武新宿駅,스키야키·샤브,2024,3.7,1130,https://tabelog.com/tokyo/A1304/A130401/13254601/,https://www.google.com/maps/search/?api=1&query=PRETTY%20PORK%20FACTORY%20%E8%A5%BF%E6%AD%A6%E6%96%B0%E5%AE%BF%E9%A7%85
赤坂武蔵,35.673161,139.738008,미나토구,赤坂駅,스키야키·샤브,2024,3.53,406,https://tabelog.com/tokyo/A1308/A130801/13038448/,https://www.google.com/maps/search/?api=1&query=%E8%B5%A4%E5%9D%82%E6%AD%A6%E8%94%B5%20%E8%B5%A4%E5%9D%82%E9%A7%85
東京肉しゃぶ家,35.69839,139.703361,신주쿠구,東新宿駅,스키야키·샤브,2024,3.89,618,https://tabelog.com/tokyo/A1304/A130401/13196268/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E8%82%89%E3%81%97%E3%82%83%E3%81%B6%E5%AE%B6%20%E6%9D%B1%E6%96%B0%E5%AE%BF%E9%A7%85
伊吹,35.689002,139.697665,신주쿠구,新宿駅,스키야키·샤브,2024,3.55,392,https://tabelog.com/tokyo/A1304/A130401/13136926/,https://www.google.com/maps/search/?api=1&query=%E4%BC%8A%E5%90%B9%20%E6%96%B0%E5%AE%BF%E9%A7%85
人形町今半 本店,35.685779,139.783679,주오구,人形町駅,스키야키·샤브,2024,3.68,1518,https://tabelog.com/tokyo/A1302/A130204/13003059/,https://www.google.com/maps/search/?api=1&query=%E4%BA%BA%E5%BD%A2%E7%94%BA%E4%BB%8A%E5%8D%8A%20%E6%9C%AC%E5%BA%97%20%E4%BA%BA%E5%BD%A2%E7%94%BA%E9%A7%85
浅草今半 国際通り本店,35.713942,139.792239,다이토구,浅草（つくばＥＸＰ）駅,스키야키·샤브,2024,3.63,775,https://tabelog.com/tokyo/A1311/A131102/13003649/,https://www.google.com/maps/search/?api=1&query=%E6%B5%85%E8%8D%89%E4%BB%8A%E5%8D%8A%20%E5%9B%BD%E9%9A%9B%E9%80%9A%E3%82%8A%E6%9C%AC%E5%BA%97%20%E6%B5%85%E8%8D%89%EF%BC%88%E3%81%A4%E3%81%8F%E3%81%B0%EF%BC%A5%EF%BC%B8%EF%BC%B0%EF%BC%89%E9%A7%85
ますだや,35.700948,139.741239,신주쿠구,飯田橋駅,스키야키·샤브,2024,3.57,243,https://tabelog.com/tokyo/A1309/A130905/13040653/,https://www.google.com/maps/search/?api=1&query=%E3%81%BE%E3%81%99%E3%81%A0%E3%82%84%20%E9%A3%AF%E7%94%B0%E6%A9%8B%E9%A7%85
ちんや,35.715022,139.801383,다이토구,浅草（東武・都営・メトロ）駅,스키야키·샤브,2024,3.63,385,https://tabelog.com/tokyo/A1311/A131102/13268750/,https://www.google.com/maps/search/?api=1&query=%E3%81%A1%E3%82%93%E3%82%84%20%E6%B5%85%E8%8D%89%EF%BC%88%E6%9D%B1%E6%AD%A6%E3%83%BB%E9%83%BD%E5%96%B6%E3%83%BB%E3%83%A1%E3%83%88%E3%83%AD%EF%BC%89%E9%A7%85
米久本店,35.715932,139.793718,다이토구,浅草（つくばＥＸＰ）駅,스키야키·샤브,2024,3.65,1278,https://tabelog.com/tokyo/A1311/A131102/13003667/,https://www.google.com/maps/search/?api=1&query=%E7%B1%B3%E4%B9%85%E6%9C%AC%E5%BA%97%20%E6%B5%85%E8%8D%89%EF%BC%88%E3%81%A4%E3%81%8F%E3%81%B0%EF%BC%A5%EF%BC%B8%EF%BC%B0%EF%BC%89%E9%A7%85
ざくろ TBS店,35.673181,139.736166,미나토구,赤坂駅,스키야키·샤브,2024,3.54,483,https://tabelog.com/tokyo/A1308/A130801/13002758/,https://www.google.com/maps/search/?api=1&query=%E3%81%96%E3%81%8F%E3%82%8D%20TBS%E5%BA%97%20%E8%B5%A4%E5%9D%82%E9%A7%85
人形町 今半 東京ガーデンテラス紀尾井町店,35.679228,139.738175,지요다구,永田町駅,스키야키·샤브,2024,3.62,233,https://tabelog.com/tokyo/A1308/A130803/13199422/,https://www.google.com/maps/search/?api=1&query=%E4%BA%BA%E5%BD%A2%E7%94%BA%20%E4%BB%8A%E5%8D%8A%20%E6%9D%B1%E4%BA%AC%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E7%B4%80%E5%B0%BE%E4%BA%95%E7%94%BA%E5%BA%97%20%E6%B0%B8%E7%94%B0%E7%94%BA%E9%A7%85
松阪牛 よし田,35.682798,139.6871,신주쿠구,初台駅,스키야키·샤브,2024,3.69,770,https://tabelog.com/tokyo/A1318/A131807/13188515/,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E9%98%AA%E7%89%9B%20%E3%82%88%E3%81%97%E7%94%B0%20%E5%88%9D%E5%8F%B0%E9%A7%85
すき焼割烹 日山,35.685732,139.78302,주오구,人形町駅,스키야키·샤브,2024,3.72,577,https://tabelog.com/tokyo/A1302/A130204/13003043/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%8D%E7%84%BC%E5%89%B2%E7%83%B9%20%E6%97%A5%E5%B1%B1%20%E4%BA%BA%E5%BD%A2%E7%94%BA%E9%A7%85
PRETTY PORK FACTORY &amp; KATSUプリポー,35.668425,139.704899,시부야구,明治神宮前駅,스키야키·샤브,2024,3.74,772,https://tabelog.com/tokyo/A1306/A130601/13295369/,https://www.google.com/maps/search/?api=1&query=PRETTY%20PORK%20FACTORY%20%26amp%3B%20KATSU%E3%83%97%E3%83%AA%E3%83%9D%E3%83%BC%20%E6%98%8E%E6%B2%BB%E7%A5%9E%E5%AE%AE%E5%89%8D%E9%A7%85
今福,35.64541,139.734151,미나토구,白金高輪駅,스키야키·샤브,2024,3.61,530,https://tabelog.com/tokyo/A1316/A131602/13136201/,https://www.google.com/maps/search/?api=1&query=%E4%BB%8A%E7%A6%8F%20%E7%99%BD%E9%87%91%E9%AB%98%E8%BC%AA%E9%A7%85
ざくろ 銀座店,35.671664,139.766197,주오구,銀座駅,스키야키·샤브,2024,3.69,793,https://tabelog.com/tokyo/A1301/A130101/13002261/,https://www.google.com/maps/search/?api=1&query=%E3%81%96%E3%81%8F%E3%82%8D%20%E9%8A%80%E5%BA%A7%E5%BA%97%20%E9%8A%80%E5%BA%A7%E9%A7%85
今半 別館,35.713146,139.796935,다이토구,浅草（東武・都営・メトロ）駅,스키야키·샤브,2024,3.63,495,https://tabelog.com/tokyo/A1311/A131102/13003656/,https://www.google.com/maps/search/?api=1&query=%E4%BB%8A%E5%8D%8A%20%E5%88%A5%E9%A4%A8%20%E6%B5%85%E8%8D%89%EF%BC%88%E6%9D%B1%E6%AD%A6%E3%83%BB%E9%83%BD%E5%96%B6%E3%83%BB%E3%83%A1%E3%83%88%E3%83%AD%EF%BC%89%E9%A7%85
松木家,35.657178,139.694713,시부야구,神泉駅,스키야키·샤브,2024,3.54,255,https://tabelog.com/tokyo/A1303/A130301/13007240/,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E6%9C%A8%E5%AE%B6%20%E7%A5%9E%E6%B3%89%E9%A7%85
人形町今半 銀座店,35.670119,139.762818,주오구,銀座駅,스키야키·샤브,2024,3.67,279,https://tabelog.com/tokyo/A1301/A130101/13016566/,https://www.google.com/maps/search/?api=1&query=%E4%BA%BA%E5%BD%A2%E7%94%BA%E4%BB%8A%E5%8D%8A%20%E9%8A%80%E5%BA%A7%E5%BA%97%20%E9%8A%80%E5%BA%A7%E9%A7%85
人形町今半 上野広小路店,35.707483,139.772645,다이토구,上野広小路駅,스키야키·샤브,2024,3.61,419,https://tabelog.com/tokyo/A1311/A131101/13005082/,https://www.google.com/maps/search/?api=1&query=%E4%BA%BA%E5%BD%A2%E7%94%BA%E4%BB%8A%E5%8D%8A%20%E4%B8%8A%E9%87%8E%E5%BA%83%E5%B0%8F%E8%B7%AF%E5%BA%97%20%E4%B8%8A%E9%87%8E%E5%BA%83%E5%B0%8F%E8%B7%AF%E9%A7%85
三田ばさら 本店,35.650725,139.745204,미나토구,三田駅,스키야키·샤브,2024,3.6,836,https://tabelog.com/tokyo/A1314/A131402/13094054/,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E7%94%B0%E3%81%B0%E3%81%95%E3%82%89%20%E6%9C%AC%E5%BA%97%20%E4%B8%89%E7%94%B0%E9%A7%85
東京肉しゃぶ家 秀彬,35.668719,139.760519,주오구,銀座駅,스키야키·샤브,2024,4.16,157,https://tabelog.com/tokyo/A1301/A130101/13287203/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E8%82%89%E3%81%97%E3%82%83%E3%81%B6%E5%AE%B6%20%E7%A7%80%E5%BD%AC%20%E9%8A%80%E5%BA%A7%E9%A7%85
代々木 今半,35.682276,139.698265,시부야구,南新宿駅,스키야키·샤브,2024,3.65,398,https://tabelog.com/tokyo/A1318/A131810/13001039/,https://www.google.com/maps/search/?api=1&query=%E4%BB%A3%E3%80%85%E6%9C%A8%20%E4%BB%8A%E5%8D%8A%20%E5%8D%97%E6%96%B0%E5%AE%BF%E9%A7%85
牛幸 本店,35.677177,139.782775,주오구,茅場町駅,스키야키·샤브,2024,3.59,485,https://tabelog.com/tokyo/A1302/A130203/13007682/,https://www.google.com/maps/search/?api=1&query=%E7%89%9B%E5%B9%B8%20%E6%9C%AC%E5%BA%97%20%E8%8C%85%E5%A0%B4%E7%94%BA%E9%A7%85
野方餃子,35.723051,139.652201,나카노구,野方駅,교자,2024,3.65,988,https://tabelog.com/tokyo/A1321/A132104/13154377/,https://www.google.com/maps/search/?api=1&query=%E9%87%8E%E6%96%B9%E9%A4%83%E5%AD%90%20%E9%87%8E%E6%96%B9%E9%A7%85
